init,type,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
kernel pca:rbf,linear geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",9,0.170751207,0.013720379,1,0,0.761217911,0.015588768,10.55452349,8.137045931,21,0.170751207,1.802197621,1.371865108
umap:cosine,kernel geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,1.56233061,4.057307995,0.965892857,0.062476781,0.920076466,0.034801881,1.276068609,0.120717476,11,1.617498875,2.064039541,1.899074206
isomap:15,map geo,chebyshev_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,1.996904041,5.551699184,1,0,0.887787397,0.020802958,1.187340719,0.11691786,31,1.996904041,2.371005479,2.104948783
isomap:15,map geo,legendre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,1.996904041,5.551699184,1,0,0.887787397,0.020802958,1.187340719,0.11691786,31,1.996904041,2.371005479,2.104948783
kernel pca:rbf,map geo,torus,,"('variance', 'A', 'R', 'n', 'r')",3,0.094975083,0.013172947,0.073611111,0.020506699,1.149864158,0.018428295,1.93284397,0.269713379,41,1.290227542,2.493808525,2.867541041
kernel pca:rbf,map geo,chebyshev_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.184911592,0.012596779,1,0,0.760497547,0.017145231,15.61011459,6.33989131,11,0.184911592,2.886491147,2.195169438
kernel pca:rbf,map geo,legendre_basis,2,"('variance', 'A', 'R', 'n', 'r')",10,0.184911592,0.012596779,1,0,0.760497547,0.017145231,15.61011459,6.33989131,11,0.184911592,2.886491147,2.195169438
umap:cosine,mlp geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",7,0.196225553,0.016548188,0.970068027,0.057747049,0.785312354,0.055041419,14.4074339,7.224091132,9.571428571,0.202280199,2.914338591,2.288666099
umap:cosine,mlp geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",5,0.185324113,0.008673135,1,0,0.798152088,0.051961044,16.13525093,5.277596682,11,0.185324113,2.990251065,2.386675132
PCA,kernel circular,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
PCA,kernel circular,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
PCA,kernel circular,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
PCA,kernel circular,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
PCA,kernel circular,ellipse,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
PCA,kernel circular,toroid,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
PCA,kernel circular,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,ellipse,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,toroid,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
kernel pca:rbf,kernel circular,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,ellipse,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,toroid,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,kernel circular,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,ellipse,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,toroid,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:euclidean,kernel circular,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",8,0.320991027,0.045427167,0.27009154,0.119202009,0.765268083,0.045674317,2.534319093,2.019942479,11,1.188452726,3.011918433,2.304925047
umap:cosine,mlp geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",4,0.171907143,0.016562199,0.958333333,0.072168784,0.785495912,0.011655241,17.45212825,9.133193582,11,0.179381366,3.130586612,2.459062985
kernel pca:rbf,linear geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.17789781,0.012070251,1,0,0.766009226,0.0165139,18.13909166,13.9841248,19,0.17789781,3.226904676,2.471838755
kernel pca:rbf,map geo,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.185703851,0.01153901,1,0,0.749422239,0.007894493,18.55479823,5.155584464,31,0.185703851,3.445697481,2.582282323
kernel pca:rbf,map,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.185703851,0.01153901,1,0,0.749422239,0.007894493,18.55479823,5.155584464,31,0.185703851,3.445697481,2.582282323
PCA,mlp geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",3,0.198617203,0.009339855,1,0,0.828132282,0.073088524,19.77145024,13.66033746,11,0.198617203,3.92695014,3.252034183
kernel pca:rbf,kernel,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.184522045,0.019226228,1,0,0.803733812,0.048975944,21.62714874,16.28249944,21,0.184522045,3.990685716,3.207449045
umap:euclidean,mlp geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",8,0.179010654,0.011658432,0.971205357,0.039971565,0.798538352,0.041238133,23.50113832,17.38405968,11,0.184318026,4.331683417,3.459015336
kernel pca:rbf,mlp geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",3,0.215802454,0.030681955,1,0,0.863100051,0.103504676,20.33461699,11.54786493,11,0.215802454,4.38826024,3.787507638
umap:euclidean,mlp geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",5,0.190611045,0.005323495,1,0,0.719395168,0.005336907,23.27534947,18.40890479,1,0.190611045,4.436538677,3.191624488
kernel pca:rbf,map geo,linear,,"('variance', 'A', 'R', 'n', 'r')",10,0.181038916,0.008339149,1,0,0.739641912,0.010032338,32.28481956,10.43091336,1,0.181038916,5.844808749,4.323065517
kernel pca:rbf,linear,none,,"('variance', 'A', 'R', 'n', 'r')",10,0.180720248,0.017674749,1,0,0.789042254,0.033304397,33.51870828,47.25949763,19,0.180720248,6.057509263,4.779630761
kernel pca:rbf,map geo,legendre_basis,3,"('variance', 'A', 'R', 'n', 'r')",10,0.180550176,0.007891586,1,0,0.73629826,0.013212415,33.85734072,8.66606054,1,0.180550176,6.112948837,4.500953591
umap:euclidean,mlp geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",1,0.198862293,0,1,0,0.763594615,0,31.01371653,0,1,0.198862293,6.167458795,4.709438322
umap:euclidean,mlp geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",6,0.187985004,0.015481051,1,0,0.773012073,0.042562867,35.26805458,38.18302714,9.333333333,0.187985004,6.629865398,5.124965996
PCA,mlp geo,fourier_basis,4,"('variance', 'A', 'R', 'n', 'r')",1,0.166678095,0,1,0,0.773872609,0,43.33322028,0,11,0.166678095,7.222698591,5.589448606
umap:cosine,mlp geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",8,0.181477608,0.015019518,0.979166667,0.055119819,0.741380605,0.014978713,39.3463595,57.81530089,1,0.185338834,7.292408393,5.406450148
kernel pca:rbf,mlp geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",6,0.208093659,0.044159452,0.956597222,0.064889693,0.745279931,0.048999285,36.19820249,23.77967547,21,0.217535296,7.874386676,5.868622359
PCA,mlp geo,ellipse,,"('variance', 'A', 'R', 'n', 'r')",4,0.181662742,0.00628821,1,0,0.724256548,0.011012369,68.79302613,49.18210188,1,0.181662742,12.49712978,9.051128067
kernel pca:rbf,mlp geo,fourier_basis,3,"('variance', 'A', 'R', 'n', 'r')",4,0.208134109,0.017899831,0.934895833,0.07002255,0.768995086,0.011510529,90.43184017,47.29032674,11,0.222628128,20.13267126,15.48192527
kernel pca:rbf,mlp,none,,"('variance', 'A', 'R', 'n', 'r')",5,0.18080698,0.029562782,0.9625,0.045927933,0.786864102,0.025218766,118.6340029,130.1706558,21,0.187851408,22.28556451,17.5357107
kernel pca:rbf,mlp geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",1,0.214359404,0,1,0,0.806718347,0,115.4191941,0,11,0.214359404,24.74118964,19.95917162
kernel pca:rbf,linear geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",9,8.967516607,24.90426701,0.962962963,0.069289952,0.814906665,0.067501024,4.100137056,3.422096482,31,9.312421091,38.18220279,31.11493153
PCA,mlp,none,,"('variance', 'A', 'R', 'n', 'r')",3,0.194218224,0.009171442,1,0,0.737876465,0.019351868,356.1495408,337.5441872,1,0.194218224,69.17073138,51.03945473
PCA,multi w GP geo,ellipse,,"('variance', 'A', 'r')",9,260.8497479,737.4598687,0.930787037,0.195763822,0.866346697,0.105040496,1.11844655,0.051445407,11,280.246434,313.4406571,271.5482779
umap:euclidean,mlp geo,toroid,,"('variance', 'A', 'R', 'n', 'r')",6,106728.402,238651.55,0.920568783,0.159218234,0.850949409,0.089324655,8.776492133,7.058607975,21,115937.4552,1017524.163,865861.5857
umap:cosine,kernel geo,fourier_basis,5,"('variance', 'A', 'R', 'n', 'r')",10,3.32E+137,9.96E+137,0.866431277,0.149262669,0.897058464,0.034672088,1.292744899,0.21849122,21,3.83E+137,4.95E+137,4.44E+137
kernel pca:rbf,kernel geo,fourier_basis,6,"('variance', 'A', 'R', 'n', 'r')",10,7.16E+138,2.15E+139,0.910620421,0.132053656,0.877885124,0.029137241,1.079118462,0.117307416,21,7.86E+138,8.48E+138,7.44E+138
kernel pca:rbf,kernel geo,cocentric_circles,,"('variance', 'A', 'R', 'n', 'r')",10,7.29E+145,2.19E+146,0.968214286,0.082072175,0.824630073,0.027737861,1.155810107,0.100043539,31,7.52E+145,8.70E+145,7.17E+145
