input_dim,order,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
7,1,10,0.426270282,0.140781312,0.907750583,0.057079199,0.90659448,0.031595002,1.913455134,0.51150729,61,0.469589654,0.898538733,0.814610255
17,2,10,0.458210744,0.141617112,0.946212121,0.032693,0.882844857,0.013225147,1.460854573,0.166437156,11,0.484257952,0.707430444,0.624551329
22,1,10,0.457729155,0.129799373,0.93458597,0.084661973,0.845699565,0.013177457,1.447241803,0.168848248,21,0.489766774,0.708810949,0.599441111
8,1,10,0.435736727,0.156001063,0.88466256,0.05763881,0.905657776,0.01734069,2.143946044,0.859239949,51,0.492545686,1.055991374,0.956366799
20,2,10,0.482583494,0.133273858,0.950252525,0.03638555,0.884546523,0.013467658,1.376571963,0.146404355,21,0.507847631,0.699088811,0.618376577
23,1,10,0.496501318,0.150047834,0.948878899,0.050792323,0.836976947,0.010616734,1.541310737,0.351425509,11,0.523250458,0.806491549,0.675014834
26,1,10,0.51228162,0.165293956,0.961762682,0.045206608,0.839079234,0.010483942,1.436527595,0.20740461,11,0.532648677,0.765164523,0.642033662
28,1,10,0.517636565,0.153819243,0.970909091,0.032920771,0.843198444,0.010802855,1.348641289,0.15748385,11,0.533146275,0.71902308,0.606279142
27,1,10,0.518211663,0.146967884,0.966616162,0.03669841,0.841608127,0.010558964,1.389356425,0.165766037,11,0.53610904,0.744846539,0.626868901
25,1,10,0.515628504,0.148701391,0.957722278,0.0433771,0.840964005,0.008267949,1.43725651,0.245734878,11,0.538390425,0.773805143,0.650742272
21,2,10,0.518242912,0.14522104,0.945399045,0.043150101,0.883747002,0.013753802,1.334428146,0.148660431,21,0.54817372,0.731498441,0.646459554
24,1,10,0.52799916,0.188225245,0.952383172,0.053915559,0.837453027,0.009847202,1.473908735,0.333509632,11,0.554397825,0.817131797,0.684309497
23,2,10,0.523031239,0.190560133,0.941358641,0.039593373,0.885094542,0.012830289,1.29097988,0.163672404,31,0.555613148,0.717285396,0.634865389
29,1,10,0.549828691,0.196429482,0.970909091,0.032920771,0.844448694,0.009009456,1.397924574,0.221210867,11,0.566302959,0.791648823,0.668506815
25,2,10,0.536804138,0.192435329,0.94514652,0.046928013,0.889185009,0.012488737,1.263993889,0.140235416,31,0.567958646,0.717896258,0.638342591
22,2,10,0.559468744,0.197458524,0.945399045,0.043150101,0.885651536,0.012698046,1.296301705,0.153180946,21,0.591780525,0.767126104,0.679406413
27,2,10,0.603280632,0.20805341,0.958282828,0.037621483,0.892886035,0.008898908,1.212508453,0.142247893,21,0.629543402,0.763326696,0.681563747
24,2,10,0.601744395,0.324481089,0.941106116,0.043656634,0.885800762,0.013748769,1.268785796,0.181048367,31,0.639401216,0.81126318,0.718617543
26,2,10,0.617276879,0.248462814,0.958585859,0.037271222,0.890363371,0.011390634,1.223955609,0.165071198,21,0.643945322,0.788160488,0.701749229
28,2,10,0.599486986,0.234443448,0.928429348,0.034075644,0.894979882,0.009761358,1.203135583,0.139804794,31,0.645700168,0.776864848,0.69527841
29,2,10,0.64507191,0.352606209,0.933025308,0.034860855,0.894006126,0.00863859,1.214132946,0.158420611,41,0.691376648,0.839423167,0.750449454
