init,geometry,geo params,constraints,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
PCA,fourier_basis,3.0,"('variance', 'A', 'f')",4,0.11412707724578983,0.01232414705320179,1.0,0.0,0.7940048603657472,0.0051835611956754825,1.1244535752730402,0.06344476496377605,11.0,0.11412707724578983,0.12833060004449082,0.10189512016897849
PCA,fourier_basis,3.0,"('variance', 'A', 'phi')",4,0.11412707724578983,0.01232414705320179,1.0,0.0,0.7940048603657472,0.0051835611956754825,1.1244535752730402,0.06344476496377605,11.0,0.11412707724578983,0.12833060004449082,0.10189512016897849
PCA,fourier_basis,3.0,"('variance', 'A', 'f', 'phi')",4,0.11412707724578983,0.01232414705320179,1.0,0.0,0.7940048603657472,0.0051835611956754825,1.1244535752730402,0.06344476496377605,11.0,0.11412707724578983,0.12833060004449082,0.10189512016897849
PCA,fourier_basis,3.0,"('variance', 'A', 'alpha', 'phi')",4,0.11412707724578983,0.01232414705320179,1.0,0.0,0.7940048603657472,0.0051835611956754825,1.1244535752730402,0.06344476496377605,11.0,0.11412707724578983,0.12833060004449082,0.10189512016897849
PCA,fourier_basis,3.0,"('variance', 'A', 'f', 'alpha')",4,0.11412707724578983,0.01232414705320179,1.0,0.0,0.7940048603657472,0.0051835611956754825,1.1244535752730402,0.06344476496377605,11.0,0.11412707724578983,0.12833060004449082,0.10189512016897849
PCA,fourier_basis,4.0,"('variance', 'A', 'alpha', 'phi', 'f')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance',)",10,0.12413508238904078,0.018770571997226485,1.0,0.0,0.8055454575194254,0.055491245211116445,1.2266608661252818,0.18304342695247497,11.0,0.12413508238904078,0.15227164767987397,0.12266173409752083
PCA,fourier_basis,4.0,"('variance', 'A')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance', 'A', 'alpha')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance', 'A', 'f')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance', 'A', 'phi')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance', 'A', 'f', 'phi')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance', 'A', 'alpha', 'phi')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,4.0,"('variance', 'A', 'f', 'alpha')",1,0.1183102310891469,0.0,1.0,0.0,0.7701327774599446,0.0,1.104962984551502,0.0,1.0,0.1183102310891469,0.13072842604724166,0.10067824584472919
PCA,fourier_basis,5.0,"('variance', 'A', 'alpha', 'phi', 'f')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance', 'A')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance',)",10,0.10824882725391598,0.008884436597992732,1.0,0.0,0.7839712433866668,0.007322542957748347,1.0655216209981047,0.0330958503842242,1.0,0.10824882725391598,0.11534146588673637,0.09042439242526552
PCA,fourier_basis,5.0,"('variance', 'A', 'alpha')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance', 'A', 'f')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance', 'A', 'phi')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance', 'A', 'f', 'phi')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance', 'A', 'alpha', 'phi')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,5.0,"('variance', 'A', 'f', 'alpha')",2,0.10395626517979456,0.006751347003171947,1.0,0.0,0.7864702308008544,0.001570791314186304,1.1019725774367157,0.014011149974292869,1.0,0.10395626517979456,0.11455695348087291,0.09009563364394486
PCA,fourier_basis,6.0,"('variance', 'A', 'alpha', 'phi', 'f')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance', 'A')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance',)",10,0.13939534526010905,0.021583648282230684,1.0,0.0,0.8034241404039892,0.03706477596246264,1.7984653756734652,0.8284922226135645,11.0,0.13939534526010905,0.2506977019803544,0.2014165857148217
PCA,fourier_basis,6.0,"('variance', 'A', 'alpha')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance', 'A', 'f')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance', 'A', 'phi')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance', 'A', 'f', 'phi')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance', 'A', 'alpha', 'phi')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
PCA,fourier_basis,6.0,"('variance', 'A', 'f', 'alpha')",2,0.110159137720457,0.0110524103510405,1.0,0.0,0.753693324693658,0.0037716568908277015,1.0833310827941123,0.020665859968742373,1.0,0.110159137720457,0.11933881794636843,0.0899448704630096
